question,gold,category
"28세 여성이 3시간 전부터 갑자기 시작된 심한 우하복부 통증으로 응급실에 내원하였다. 환자는 통증이 점차 심해지고 있으며, 오심과 구토가 동반되었다고 한다. 환자의 마지막 월경은 2주 전에 있었고, 규칙적인 생리 주기를 가지고 있다고 하였다. 과거력상 특이 사항은 없었으나, 1년 전 오른쪽 난소에 단순 낭종이 발견되어 외래에서 경과 관찰 중이었다고 한다. 신체 검사에서 혈압 110/70mmHg, 맥박 92회/분, 호흡수 18회/분, 체온 37.3°C였다. 복부 진찰에서 우하복부에 현저한 압통이 있었고, 반발통이 관찰되었다. 골반 내진에서 우측 부속기에 심한 압통이 있었고, 자궁 경부 움직임 시 통증은 없었다. 이 환자에서 진단을 위해 가장 유용한 검사는?

혈액 검사: 백혈구 10,200/μL, 헤모글로빈 13.0 g/dL, 혈소판 250,000/μL, β-hCG 음성
소변 검사: 정상

A. 복부 초음파 검사
B. 경질/경복부 초음파 검사
C. 복부 CT 검사
D. 복부 MRI 검사
E. 진단적 복강경 검사",B,Gynecology
"55세 남성이 3일 전부터 시작된 복통과 복부 팽만감으로 응급실에 내원하였다. 환자는 최근 1주일간 식욕 감소와 전신 쇠약감을 호소하였고, 소량의 혈변이 있었다고 한다. 과거력상 알코올성 간경변증으로 5년 전 진단받았고, 최근 6개월간 복수가 점차 증가하여 이뇨제를 복용 중이었으며, 2주 전 상부 위장관 출혈로 입원 치료를 받았다. 신체 검사에서 혈압 105/65mmHg, 맥박 98회/분, 호흡수 20회/분, 체온 38.2°C였다. 환자는 만성 병색과 황달이 있었고, 복부는 심하게 팽만되어 있었으며, 파동촉진(fluid wave)이 양성이었다. 복부 전반에 경도의 압통이 있었으나 반발통은 뚜렷하지 않았다. 다음 중 이 환자의 복통 발생 기전으로 가장 적절한 것은?

혈액 검사: 백혈구 13,500/μL (호중구 78%), 헤모글로빈 10.2 g/dL, 혈소판 85,000/μL, 알부민 2.8 g/dL, 총 빌리루빈 3.2 mg/dL, AST 65 U/L, ALT 45 U/L, PT 18초(INR 1.5), BUN 28 mg/dL, 크레아티닌 1.3 mg/dL
복수 천자: 혼탁한 노란색, 백혈구 1,200/μL (호중구 70%), 알부민 0.8 g/dL, 총 단백 1.5 g/dL, 혈청-복수 알부민 농도 차(SAAG) 2.0 g/dL

A. 장간막 혈관의 혈전증으로 인한 허혈
B. 복수 내 세균 감염과 복막의 염증 반응
C. 담즙의 복강 내 유출로 인한 화학적 복막염
D. 장 천공으로 인한 위장관 내용물의 누출
E. 복강 내 종양의 장막 침범으로 인한 통증",B,Gastroenterology
"23세 남성이 5일 전부터 시작된 우하복부 통증, 설사, 발열로 응급실에 내원하였다. 환자는 하루 5-6회의 수양성 설사와 가끔 소량의 혈변이 있었다고 하였다. 복통은 식사 후 악화되었고, 배변 후 일시적으로 완화되는 양상이었다. 환자는 최근 3개월간 원래 체중의 10%에 해당하는 7kg의 체중 감소가 있었으며, 심한 피로감과 식욕부진으로 일상생활이 어려운 상태라고 한다. 비슷한 증상으로 1년 전에도 입원한 적이 있다고 한다. 가족력상 모친이 궤양성 대장염으로 치료 중이다. 신체 검사에서 혈압 110/70mmHg, 맥박 96회/분, 호흡수 18회/분, 체온 38.1°C였다. 복부 진찰에서 우하복부에 압통이 있었고, 단단한 종괴가 촉지되었다. 항문 주위에 누공이나 누공 흔적은 없었다. 이 환자의 급성복통에 대한 가장 적합한 치료 계획은?

혈액 검사: 백혈구 12,500/μL, 헤모글로빈 11.2 g/dL, 혈소판 430,000/μL, CRP 4.8 mg/dL, ESR 42 mm/hr, 알부민 3.2 g/dL, CDAI(Crohn's Disease Activity Index) 점수 320점
대변 검사: 잠혈 양성, Clostridium difficile 독소 음성, 병원성 세균 배양 음성
대장내시경: 회장 말단부와 상행결장에 다발성 종주 궤양, 점막 홍반, 부종, cobblestone 모양 변화, 일부 부위에서 심한 협착 소견
복부 CT: 회장 말단부와 상행결장의 현저한 벽 비후(>1cm), 장간막 지방 조직의 증가, 주변 림프절 종대, 소량의 복수

A. 5-ASA(메살라진) 경구 투여와 스테로이드 관장
B. 항생제(메트로니다졸과 시프로플록사신) 투여
C. 코르티코스테로이드 정맥 투여와 면역조절제(아자티오프린) 추가
D. 금식, 정맥 수액, 전체 장 영양 요법(total bowel rest)
E. 응급 우측 결장절제술",C,Gastroenterology
"19세 남성이 2시간 전 축구 경기 중 상대 선수와 충돌한 후 발생한 좌측 상복부 통증으로 응급실에 내원하였다. 환자는 처음에는 경미한 통증이었으나 시간이 지날수록 악화되었고, 좌측 어깨로 방사되는 통증이 있다고 하였다. 오심이 있었으나 구토는 없었다. 과거력상 특이 사항은 없었다. 신체 검사에서 혈압 115/70mmHg, 맥박 105회/분, 호흡수 22회/분, 체온 36.9°C였다. 환자는 창백하고 불안해 보였으며, 좌측 상복부에 압통이 있었고, 좌측 늑골 하연에 타진 시 통증이 있었다. Kehr 징후가 양성이었다. 다음 중 이 환자의 급성복통의 가장 가능성 높은 원인은?

혈액 검사: 백혈구 12,800/μL, 헤모글로빈 11.5 g/dL, 혈소판 250,000/μL, 아밀라아제 60 U/L, AST 45 U/L, ALT 38 U/L
FAST(Focused Assessment with Sonography for Trauma): 좌측 상복부와 비장 주위에 중등도의 액체 저류
복부 CT: 비장 실질 내 5cm 크기의 열상과 주변부 혈종, 중등도의 혈복강

A. 외상성 비장 파열
B. 외상성 간 파열
C. 외상성 췌장 손상
D. 위 천공
E. 장간막 혈종",A,General Surgery
"32세 여성이 2일 전부터 시작된 우측 옆구리 통증, 발열, 오한, 빈뇨로 응급실에 내원하였다. 통증은 지속적이고 심하며, 자세 변화에 영향을 받지 않는다고 하였다. 환자는 구역, 구토, 배뇨 시 통증을 호소하였다. 과거력상 2년 전과 6개월 전에 방광염으로 치료받은 적이 있으며, 3일 전 성관계가 있었다고 한다. 신체 검사에서 혈압 110/70mmHg, 맥박 102회/분, 호흡수 20회/분, 체온 38.8°C였다. 복부 진찰에서 우측 늑골척추각 압통이 현저했으며, 하복부에 경한 압통이 있었으나 반발통은 없었다. 다음 중 이 환자의 복통 발생 기전으로 가장 적절한 것은?

혈액 검사: 백혈구 16,200/μL (호중구 85%), 헤모글로빈 13.0 g/dL, 혈소판 280,000/μL, CRP 8.5 mg/dL, BUN 18 mg/dL, 크레아티닌 0.9 mg/dL
소변 검사: 백혈구 >100/HPF, 적혈구 5-10/HPF, 세균 다수, 아질산염 양성, 백혈구 에스테라제 양성
혈액 배양: 진행 중
소변 배양: 진행 중

A. 장 운동 이상으로 인한 기능성 통증
B. 신장 피막의 팽창과 염증으로 인한, T11-L2 척수 분절을 경유하는 내장 통증
C. 담낭 평활근의 급격한 수축으로 인한 담도성 통증
D. 복막 체성 신경의 직접 자극으로 인한 체성 통증
E. 척추 근육의 염좌로 인한 근골격계 통증",B,Nephrology
"5세 남아가 8시간 전부터 시작된 간헐적인 복통, 구토, 혈변으로 응급실에 내원하였다. 환자는 복통이 갑자기 시작되었고 5-10분마다 심해지는 발작적인 통증을 호소하였으며, 무릎을 가슴까지 당겨 올리는 자세를 취한다고 한다. 구토는 5회 이상 있었고, 혈변은 '붉은 젤리'처럼 보인다고 하였다. 환자는 2일 전 상기도 감염 증상이 있었으며, 평소 건강하였다. 신체 검사에서 혈압 100/60mmHg, 맥박 110회/분, 호흡수 24회/분, 체온 37.3°C였다. 환자는 창백하고 불안해 보였으며, 우측 상복부에 소시지 모양의 종괴가 촉지되었고, 압통이 있었다. 직장 수지 검사에서 붉은색 점액성 혈변이 확인되었다. 이 환자의 급성복통에 대한 가장 적합한 치료 계획은?

혈액 검사: 백혈구 14,800/μL, 헤모글로빈 11.5 g/dL, 혈소판 320,000/μL, CRP 2.5 mg/dL
단순 복부 X-선: 우상복부 장관 내 가스 감소, 소량의 복수
복부 초음파: 우측 복부에 '표적 징후(target sign)', 다수의 동심원 원형 구조(동심원 징후, concentric rings), 위장관 장벽의 비후

A. 금식, 정맥 수액 공급, 경과 관찰
B. 공기 관장(air enema reduction)
C. 응급 개복술과 장 절제술
D. 광범위 항생제 정맥 투여
E. 상부 위장관 내시경 검사",B,Pediatrics
"60세 남성이 24시간 전부터 시작된 우측 하부 흉부와 상복부 통증으로 응급실에 내원하였다. 통증은 날카롭고 호흡이나 기침 시 악화되며, 앞으로 구부리면 완화된다고 하였다. 환자는 3일 전부터 38.5°C의 발열, 오한, 마른 기침, 피로감이 있었다고 한다. 과거력상 고혈압과 2형 당뇨병으로 약물 치료 중이며, 20갑년의 흡연력이 있다. 신체 검사에서 혈압 130/80mmHg, 맥박 96회/분, 호흡수 24회/분, 체온 38.2°C, 산소포화도 94%(실내 공기)였다. 환자는 우측 하부 흉부와 상복부 압통이 있었고, 우측 흉부 타진에서 탁음, 청진에서 거친 호흡음과 통음(rales)이 들렸다. 다음 중 이 환자의 복통 발생 기전으로 가장 적절한 것은?

혈액 검사: 백혈구 15,200/μL (호중구 82%), 헤모글로빈 14.0 g/dL, 혈소판 280,000/μL, CRP 12.5 mg/dL, 프로칼시토닌 0.8 ng/mL
흉부 X-선: 우측 하엽에 경화(consolidation) 소견
복부 초음파: 간, 담낭, 췌장, 비장 정상

A. 복벽 체성 신경의 직접 자극으로 인한 전이통
B. 횡격막 자극에 의한 횡격막신경(C3-C5)을 통한 연관통
C. 미주신경을 통한 내장-내장 반사(viscero-visceral reflex)
D. 염증성 매개체에 의한 복강 내 장기의 직접 자극
E. 복강 내 장기로부터의 내장성 연관통",B,Pulmonology (Respiratory Medicine)
"35세 여성이 2일 전부터 시작된 하복부 통증, 설사, 혈변으로 응급실에 내원하였다. 환자는 하루 6-8회의 혈성 설사와 함께 소량의 점액이 섞여 나온다고 하였다. 복통은 배변 전 심해지고 배변 후 일시적으로 완화되는 양상이었다. 환자는 38.3°C의 발열, 체중 감소, 식욕부진을 호소하였다. 6개월 전에도 유사한 증상이 있었으나 저절로 호전되었다고 한다. 과거력상 대장 용종으로 2년 전 대장내시경 검사를 받은 적이 있으며, 가족력상 모친이 크론병으로 진단받았다. 신체 검사에서 혈압 110/70mmHg, 맥박 98회/분, 호흡수 18회/분, 체온 38.3°C였다. 복부 진찰에서 좌하복부 압통이 있었으나 반발통은 없었고, 장음은 항진되어 있었다. 항문 주위에 누공이나 치루는 관찰되지 않았으나, 직장 수지 검사에서 혈변이 확인되었다. 이 환자에서 진단을 위한 가장 적절한 검사는?

혈액 검사: 백혈구 12,500/μL, 헤모글로빈 10.8 g/dL, 혈소판 450,000/μL, 알부민 3.5 g/dL, CRP 6.8 mg/dL, ESR 35 mm/hr
대변 검사: 잠혈 양성, Clostridium difficile 독소 음성, 병원성 세균 배양 음성
복부 X-선: 대장 가스 증가, 장벽 비후 소견

A. 복부 CT 검사
B. 직장경 검사와 조직 검사
C. 캡슐 내시경 검사
D. 바륨 관장 검사
E. 복부 MRI 검사",B,Gastroenterology
"25세 남성이 8시간 전부터 시작된 심한 상복부 통증, 구토로 응급실에 내원하였다. 환자는 전날 저녁 회식에서 과음하고 야식으로 매운 음식을 먹었다고 하였다. 통증은 상복부에 국한되었고 등으로 방사되지는 않았으며, 구토는 3회 있었고 구토물에 혈액은 없었다고 한다. 과거력상 특이 사항은 없었으나, 1개월 전부터 과중한 업무로 인해 스트레스가 심했고, 가끔 속쓰림이 있어 비처방 제산제를 복용했다고 한다. 신체 검사에서 혈압 130/80mmHg, 맥박 88회/분, 호흡수 18회/분, 체온 36.7°C였다. 복부 진찰에서 상복부 압통이 있었으나 반발통은 없었고, 장음은 정상이었다. 이 환자에게 가장 적합한 초기 치료는?

혈액 검사: 백혈구 9,800/μL, 헤모글로빈 14.2 g/dL, 혈소판 280,000/μL, 아밀라아제 65 U/L, 리파아제 40 U/L, AST 35 U/L, ALT 40 U/L, 총 빌리루빈 0.8 mg/dL
복부 X-선: 장내 가스 분포 정상, 자유 공기 없음
심전도: 정상 동성 리듬

A. 진통제, 제산제 투여와 금식
B. 프로톤 펌프 억제제 정맥 투여
C. 광범위 항생제 정맥 투여
D. H2 수용체 길항제 정맥 투여
E. 비위관 삽입과 위 감압",A,Gastroenterology
"50세 남성이 식후 우상복부 통증으로 내원하였다. 통증은 수십 분 지속되며, 지방 식이 후 악화되는 경향을 보인다. 적절한 치료는?

복부 초음파: 다수의 담낭결석, 담낭벽 비후 없음.

A. 대기 관찰
B. 담낭 절제술
C. 담낭 배액술
D. 경구용 담석 용해제(Ursodeoxycholic acid) 사용
E. ERCP 시행",B,General Surgery
"35세 남성이 12시간 전부터 시작된 우하복부 통증으로 응급실에 내원하였다. 통증은 이동 시 악화되며, 미열(37.8℃)이 동반되었다. 신체검사에서 우하복부 깊은 압통과 반발통이 확인되었다. 다음 중 가장 적절한 치료는?

복부 CT: 충수돌기 확장(9mm), 주위 염증 소견 동반. 혈액 검사: WBC 14,500/µL, Neutrophil 85%, CRP 8.2 mg/dL.

A. 항생제 단독 치료
B. 개복 충수 절제술
C. 복강경 충수 절제술
D. 보존적 치료 후 추적 관찰
E. 스테로이드 치료",C,General Surgery
"45세 여성이 복통과 발열을 주소로 내원하였다. 5일 전부터 점차 악화되는 복통이 있었으며, 최근 오심과 구토도 동반되었다. 복부 진찰에서 우하복부 압통 및 반발통이 있었다. 이 환자의 적절한 초기 항생제 치료로 가장 적절한 것은?

복부 CT: 충수돌기 주변 농양 형성, WBC 17,000/mm³, CRP 15 mg/dL

A. 암피실린 + 겐타마이신
B. 메트로니다졸 + 시프로플록사신
C. 피페라실린-타조박탐
D. 세프트리악손 단독요법
E. 독시사이클린 + 아지스로마이신",C,Infectious Diseases
"32세 여성이 2개월 전부터 지속된 우울감과 의욕저하를 주소로 정신건강의학과 외래를 방문하였다. 환자는 최근 이혼 후 혼자 살고 있으며, 매일 아침 일어나기 힘들고 집중력이 떨어져 업무 수행이 어렵다고 호소한다. 식욕이 감소하여 2개월간 5kg의 체중 감소가 있었고, 불면을 호소하며, 자신이 무가치하다고 느낀다고 한다. 과거력상 6년 전에도 비슷한 증상으로 3개월간 치료받은 적이 있으며, 당시 항우울제 복용 후 증상이 호전되었다. 환자의 어머니도 우울증으로 치료받은 가족력이 있다. 신체 검진과 일반 혈액검사, 갑상선 기능검사는 정상이었다. 이 환자에 대한 가장 적절한 진단은?

A. 적응장애(Adjustment disorder)
B. 주요우울장애(Major depressive disorder)
C. 지속성 우울장애(Persistent depressive disorder, 기분저하증)
D. 양극성 장애 II형(Bipolar II disorder)
E. 정상 슬픔 반응(Normal grief)",B,Psychiatry
"45세 남성이 3주 전부터 시작된 과도한 에너지, 수면 감소, 과대사고를 주소로 가족과 함께 응급실에 내원하였다. 환자는 평소와 달리 말이 빨라지고 끊임없이 말하며, 위험한 투자에 큰돈을 쓰려 했다고 한다. 하루 3시간 이하로 자면서도 피곤하지 않다고 하며, 자신이 특별한 능력을 가지고 있다고 주장한다. 과거력상 25세와 35세에 심한 우울증으로 입원 치료한 적이 있고, 당시 자살을 시도한 병력도 있다. 최근 1개월 전 개인 사정으로 복용하던 약물을 중단하였다. 이 환자의 현재 상태를 평가하기 위해 시행해야 할 가장 적절한 검사는?

A. 뇌 자기공명영상(Brain MRI)
B. 뇌파검사(Electroencephalography, EEG)
C. 혈중 리튬 농도 측정(Serum lithium level)
D. 소변 약물 선별검사(Urine drug screening)
E. 갑상선 기능검사(Thyroid function test)",D,Psychiatry
"28세 여성이 6개월 전부터 시작된 기분 변동을 주소로 정신건강의학과를 방문하였다. 환자는 2-3일간 기분이 고양되고 평소보다 활동적이며 말이 많아지는 시기가 있다가, 이후 약 1주일간 기분이 가라앉고 의욕이 저하되는 상태가 반복된다고 한다. 고양된 기분일 때는 평소보다 자신감이 넘치고 사교적이 되며, 평소보다 돈을 많이 쓰는 경향이 있으나 심각한 재정적 문제를 일으킬 정도는 아니라고 한다. 우울한 기분일 때는 일상생활은 유지하지만 사회적 활동을 줄이고 집에 머무는 시간이 많아진다고 한다. 과거 입원 치료나 자살 시도 병력은 없으며, 정신과적 약물 복용 경험도 없다. 이 환자에 대한 가장 적절한 초기 약물 치료는?

A. 리튬(Lithium)
B. 라모트리진(Lamotrigine)
C. 벤라팍신(Venlafaxine)
D. 올란자핀(Olanzapine)
E. 발프로산(Valproic acid)",B,Psychiatry
